Nama,Setoran_Awal,Jangka_Waktu,Bunga,Hasil_Bunga,Hasil_Bunga_Bulan,Total_Hasil_Investasi
Omar Sihombing,5000000,6,0.035,175000,1050000,6050000
Prasetyo Prabowo,7000000,6,0.025,175000,1050000,8050000
Padmi Palastri,9000000,3,0.02,180000,540000,9540000
Restu Pudjiastuti,18000000,3,0.035,630000,1890000,19890000
Laras Wahyuni,18000000,12,0.025,450000,5400000,23400000
Gatot Waskita,19000000,12,0.015,285000,3420000,22420000
Enteng Sinaga,20000000,12,0.025,500000,6000000,26000000
Karja Haikal,11000000,3,0.03,330000,990000,11990000
Gangsa Faresta,9000000,12,0.025,225000,2700000,11700000
Paiman Situmorang,7000000,6,0.025,175000,1050000,8050000
Karta Hakim,16000000,6,0.025,400000,2400000,18400000
Daliono Rahardian,14000000,12,0.035,490000,5880000,19880000
Cager Kusumo,9000000,6,0.025,225000,1350000,10350000
Damar Narpati,6000000,3,0.02,120000,360000,6360000
Ihsan Najmudin,7000000,12,0.035,245000,2940000,9940000
Cahyo Halim,6000000,6,0.035,210000,1260000,7260000
Kurnia Saptono,11000000,3,0.03,330000,990000,11990000
Humaira Aryanti,7000000,6,0.025,175000,1050000,8050000
Garda Purwadi,19000000,6,0.03,570000,3420000,22420000
Fara Maharani,5000000,6,0.025,125000,750000,5750000
Koko Maryadi,7000000,6,0.015,105000,630000,7630000
Jaswadi Pradipta,9000000,3,0.025,225000,675000,9675000
Warji Purnama,18000000,6,0.02,360000,2160000,20160000
Azalea Aqila,18000000,6,0.025,450000,2700000,20700000
Ilsa Melani,19000000,3,0.025,475000,1425000,20425000
Arsipatra Prasetya,20000000,3,0.035,700000,2100000,22100000
Ana Usada,11000000,6,0.035,385000,2310000,13310000
Fitri Kusuma,9000000,3,0.015,135000,405000,9405000
Lalita Nathania,7000000,12,0.035,245000,2940000,9940000
Unjani Sudiati,16000000,6,0.015,240000,1440000,17440000
Rini Pertiwi,14000000,3,0.03,420000,1260000,15260000
Prita Suartini,9000000,6,0.015,135000,810000,9810000
Asirwanda Mahendra,6000000,3,0.025,150000,450000,6450000
Tina Puspasari,7000000,6,0.015,105000,630000,7630000
Rudi Hutasoit,6000000,6,0.03,180000,1080000,7080000
Safira Yolanda,9000000,3,0.03,270000,810000,9810000
Darimin Samosir,18000000,3,0.025,450000,1350000,19350000
Atmaja Prayoga,18000000,6,0.015,270000,1620000,19620000
Ghaliyati Hasanah,19000000,6,0.035,665000,3990000,22990000
Gabriella Hastuti,20000000,6,0.025,500000,3000000,23000000
Ajiono Widodo,11000000,3,0.025,275000,825000,11825000
Patricia Aryanti,9000000,6,0.015,135000,810000,9810000
Kajen Sudrajat,7000000,6,0.03,210000,1260000,8260000
Iriana Susanti,16000000,3,0.035,560000,1680000,17680000
Dariati Thamrin,14000000,3,0.025,350000,1050000,15050000
Kezia Fernanda,9000000,6,0.025,225000,1350000,10350000
Rina Usamah,6000000,12,0.02,120000,1440000,7440000
Irfan Simbolon,7000000,12,0.035,245000,2940000,9940000
Lanang Widodo,6000000,12,0.015,90000,1080000,7080000
Putri Wijayanti,8000000,12,0.035,280000,3360000,11360000
Gilda Wijayanti,20000000,6,0.025,500000,3000000,23000000
Zizi Salsabilla,20000000,6,0.03,600000,3600000,23600000
Gaduh Prakasa,14000000,6,0.025,350000,2100000,16100000
Halima Pudjiastuti,7000000,3,0.03,210000,630000,7630000
Edward Iswahyudi,8000000,12,0.015,120000,1440000,9440000
Faizah Afifah,9000000,3,0.02,180000,540000,9540000
Bala Rendra,8000000,12,0.025,200000,2400000,10400000
Gantar Pradana,10000000,12,0.035,350000,4200000,14200000
Nabila Utami,15000000,6,0.02,300000,1800000,16800000
Tasnim Satria,9000000,3,0.015,135000,405000,9405000
Gada Mansur,10000000,12,0.025,250000,3000000,13000000
Warsa Permadi,11000000,12,0.015,165000,1980000,12980000
Latif Arifin,19000000,6,0.03,570000,3420000,22420000
Maras Sirait,20000000,3,0.035,700000,2100000,22100000
Balamantri Saputra,20000000,12,0.02,400000,4800000,24800000
Raisa Halimah,11000000,6,0.015,165000,990000,11990000
Rahmawati Jelita,18000000,6,0.035,630000,3780000,21780000
Damar Purnawarman,11000000,3,0.03,330000,990000,11990000
Kemba Bagaskara,12000000,6,0.025,300000,1800000,13800000
Gaduh Saefullah,16000000,6,0.035,560000,3360000,19360000
Ade Megantara,12000000,12,0.025,300000,3600000,15600000
Hendra Pratama,11000000,3,0.025,275000,825000,11825000
Gaman Marbun,7000000,6,0.015,105000,630000,7630000
Rosa Hassanah,19000000,12,0.02,380000,4560000,23560000
Bagas Nugraha,5000000,6,0.025,125000,750000,5750000
Fitri Ramadhani,7000000,6,0.035,245000,1470000,8470000
Edward Sihombing,11000000,12,0.025,275000,3300000,14300000
Yunita Zahrah,18000000,12,0.02,360000,4320000,22320000
Sabrina Hasanah,11000000,3,0.025,275000,825000,11825000
Lega Januar,12000000,12,0.025,300000,3600000,15600000
Violet Nasyiah,16000000,12,0.025,400000,4800000,20800000
Asmianto Natsir,12000000,12,0.035,420000,5040000,17040000
Wasis Hermawan,11000000,3,0.025,275000,825000,11825000
Ikin Mahendra,7000000,3,0.015,105000,315000,7315000
Virman Kusumo,19000000,6,0.025,475000,2850000,21850000
Ibun Aswandi,5000000,3,0.015,75000,225000,5225000
Jaka Hutapea,7000000,6,0.035,245000,1470000,8470000
Nimas Prastuti,7000000,12,0.035,245000,2940000,9940000
Maria Farida,6000000,3,0.015,90000,270000,6270000
Fara Hastuti,8000000,12,0.03,240000,2880000,10880000
Dinda Fathina,20000000,6,0.025,500000,3000000,23000000
Maman Simbolon,20000000,6,0.035,700000,4200000,24200000
Mulyono Suwarno,14000000,6,0.02,280000,1680000,15680000
Baktianto Purwadi,7000000,3,0.03,210000,630000,7630000
Kanda Hardiansyah,8000000,6,0.025,200000,1200000,9200000
Harja Rahardian,9000000,6,0.025,225000,1350000,10350000
Indra Narpati,8000000,6,0.015,120000,720000,8720000
Mustofa Supriyanto,10000000,3,0.025,250000,750000,10750000
Almira Aryanti,15000000,6,0.03,450000,2700000,17700000
Eluh Permadi,9000000,12,0.035,315000,3780000,12780000
Rahayu Fathina,10000000,6,0.025,250000,1500000,11500000
Candra Napitupulu,11000000,12,0.025,275000,3300000,14300000
Umi Rahayu,19000000,3,0.015,285000,855000,19855000
Lasmanto Hutapea,20000000,6,0.03,600000,3600000,23600000
Saka Prakasa,16000000,3,0.035,560000,1680000,17680000
Paiman Hakim,10000000,3,0.035,350000,1050000,11050000
Cager Mansur,18000000,6,0.025,450000,2700000,20700000
Niyaga Hardiansyah,20000000,3,0.025,500000,1500000,21500000
Jinawi Mansur,15000000,6,0.025,375000,2250000,17250000
Darmanto Habibi,15000000,6,0.025,375000,2250000,17250000
Galuh Waluyo,6000000,3,0.02,120000,360000,6360000
Latif Suryono,17000000,6,0.025,425000,2550000,19550000
Kajen Nugroho,17000000,6,0.025,425000,2550000,19550000
Ditya Lestari,19000000,6,0.025,475000,2850000,21850000
Silvia Haryanti,14000000,6,0.02,280000,1680000,15680000
Ajiono Sitorus,12000000,6,0.02,240000,1440000,13440000
Hilda Putri,10000000,3,0.015,150000,450000,10450000
Anom Prasasta,6000000,12,0.025,150000,1800000,7800000
Gambira Abimanyu,12000000,6,0.02,240000,1440000,13440000
Lukita Mangunsong,5000000,12,0.025,125000,1500000,6500000
Karman Airlangga,20000000,12,0.035,700000,8400000,28400000
Sasha Purwanti,19000000,6,0.025,475000,2850000,21850000
Azalea Ningrum,19000000,6,0.02,380000,2280000,21280000
Cakrawangsa Hutagalung,9000000,6,0.025,225000,1350000,10350000
Wage Uwais,7000000,12,0.025,175000,2100000,9100000
Dimas Hidayanto,10000000,3,0.015,150000,450000,10450000
Hendra Wardana,14000000,3,0.025,350000,1050000,15050000
Cornelia Leilani,17000000,6,0.02,340000,2040000,19040000
Garda Sihotang,17000000,6,0.02,340000,2040000,19040000
Virman Marbun,7000000,6,0.02,140000,840000,7840000
Jono Prasetya,7000000,6,0.035,245000,1470000,8470000
Darmaji Hidayanto,11000000,6,0.025,275000,1650000,12650000
Vera Purnama,11000000,12,0.015,165000,1980000,12980000
Hari Saputra,10000000,3,0.03,300000,900000,10900000
Harjaya Utama,17000000,3,0.015,255000,765000,17765000
Leo Nashiruddin,8000000,6,0.02,160000,960000,8960000
Kayla Zulaika,20000000,12,0.025,500000,6000000,26000000
Dodo Marbun,20000000,6,0.015,300000,1800000,21800000
Prakosa Rayhan,14000000,6,0.03,420000,2520000,16520000
Yosef Samosir,7000000,12,0.025,175000,2100000,9100000
Purwa Mahendra,8000000,12,0.025,200000,2400000,10400000
Elvin Lazuardi,9000000,12,0.035,315000,3780000,12780000
Mumpuni Marbun,8000000,3,0.025,200000,600000,8600000
Kawaca Hidayat,10000000,6,0.02,200000,1200000,11200000
Mahdi Ramadan,15000000,12,0.025,375000,4500000,19500000
Kasusra Rayhan,9000000,6,0.025,225000,1350000,10350000
Prakosa Yudhistira,10000000,6,0.025,250000,1500000,11500000
Yance Putri,11000000,3,0.02,220000,660000,11660000
Leo Haryanto,19000000,6,0.035,665000,3990000,22990000
Aditya Purwadi,20000000,3,0.025,500000,1500000,21500000
Yoga Pradana,20000000,12,0.025,500000,6000000,26000000
Farhunnisa Aryani,11000000,6,0.025,275000,1650000,12650000
Kartika Wahyuni,18000000,3,0.025,450000,1350000,19350000
Padmi Saputri,11000000,6,0.035,385000,2310000,13310000
Vanesa Andini,12000000,6,0.025,300000,1800000,13800000
Juli Namaga,16000000,6,0.015,240000,1440000,17440000
Fitriani Damayanti,12000000,12,0.015,180000,2160000,14160000
Gadis Maryati,11000000,6,0.025,275000,1650000,12650000
Aulia Rahimah,7000000,3,0.02,140000,420000,7420000
Manah Hutasoit,19000000,3,0.02,380000,1140000,20140000
Hasim Mahendra,5000000,6,0.03,150000,900000,5900000
Luis Wasita,7000000,3,0.02,140000,420000,7420000
Cici Anggraini,9000000,3,0.025,225000,675000,9675000
Atmaja Aswandi,18000000,6,0.025,450000,2700000,20700000
Umay Hutasoit,18000000,12,0.025,450000,5400000,23400000
Karsa Supriyanto,19000000,6,0.015,285000,1710000,20710000
Tasnim Megantara,20000000,6,0.03,600000,3600000,23600000
Belinda Rahmawati,11000000,6,0.025,275000,1650000,12650000
Lili Usamah,9000000,6,0.035,315000,1890000,10890000
Rafid Satria,7000000,6,0.02,140000,840000,7840000
Gambira Mustofa,16000000,12,0.03,480000,5760000,21760000
Setya Hermawan,14000000,12,0.025,350000,4200000,18200000
Pardi Purwadi,9000000,6,0.025,225000,1350000,10350000
Johan Yulianto,6000000,3,0.035,210000,630000,6630000
Harjaya Fabian,7000000,12,0.015,105000,1260000,8260000
Mursita Alamsyah,6000000,3,0.025,150000,450000,6450000
Kayun Wacana,8000000,3,0.035,280000,840000,8840000
Usman Alamsyah,20000000,6,0.025,500000,3000000,23000000
Ade Pratama,20000000,6,0.025,500000,3000000,23000000
Arta Aswandi,14000000,12,0.025,350000,4200000,18200000
Warji Yanuar,7000000,6,0.025,175000,1050000,8050000
Taufik Saefullah,8000000,3,0.025,200000,600000,8600000
Martani Pangestu,9000000,12,0.02,180000,2160000,11160000
Pangestu Hardiansyah,8000000,3,0.03,240000,720000,8720000
Darmaji Tarihoran,10000000,3,0.025,250000,750000,10750000
Gatot Permadi,15000000,12,0.025,375000,4500000,19500000
Budi Utama,9000000,6,0.03,270000,1620000,10620000
Mulya Suryono,10000000,6,0.015,150000,900000,10900000
Bakiman Purwadi,11000000,6,0.035,385000,2310000,13310000
Taswir Wibowo,19000000,3,0.035,665000,1995000,20995000
Mujur Yudhistira,20000000,6,0.015,300000,1800000,21800000
Mulya Alamsyah,20000000,12,0.025,500000,6000000,26000000
Kamila Nurdiyanti,11000000,3,0.025,275000,825000,11825000
Almira Susanti,18000000,6,0.015,270000,1620000,19620000
Lantar Haikal,11000000,3,0.025,275000,825000,11825000
Oskar Marbun,12000000,6,0.02,240000,1440000,13440000
Kemba Mansur,16000000,6,0.025,400000,2400000,18400000
Estiono Herlambang,12000000,6,0.025,300000,1800000,13800000
Umay Haryanto,11000000,12,0.025,275000,3300000,14300000
Kezia Fernanda,7000000,3,0.02,140000,420000,7420000
Pratiwi Puspasari,19000000,6,0.025,475000,2850000,21850000
Kayun Tamba,5000000,12,0.025,125000,1500000,6500000
Najwa Rahimah,7000000,12,0.015,105000,1260000,8260000
Icha Hassanah,9000000,3,0.025,225000,675000,9675000
Dadi Purwadi,18000000,6,0.025,450000,2700000,20700000
Cahyo Prasetya,18000000,6,0.035,630000,3780000,21780000
Prabu Febian,19000000,3,0.035,665000,1995000,20995000
Pandu Samosir,20000000,6,0.015,300000,1800000,21800000
Pandu Syahreza,11000000,6,0.035,385000,2310000,13310000
Niyaga Pradipta,9000000,6,0.025,225000,1350000,10350000
Waluyo Napitupulu,7000000,12,0.035,245000,2940000,9940000
Jasmani Manullang,16000000,6,0.035,560000,3360000,19360000
Rahayu Winarsih,14000000,6,0.035,490000,2940000,16940000
Anita Nurlaela,9000000,6,0.025,225000,1350000,10350000
Prita Laksmiwati,6000000,6,0.035,210000,1260000,7260000
Reza Irawan,7000000,3,0.025,175000,525000,7525000
Lembah Suwarno,6000000,6,0.025,150000,900000,6900000
Nimas Winarsih,11000000,3,0.025,275000,825000,11825000
Rosa Kuswandari,7000000,3,0.02,140000,420000,7420000
Hartaka Pratama,19000000,3,0.035,665000,1995000,20995000
Kamaria Handayani,5000000,12,0.035,175000,2100000,7100000
Candra Syahreza,7000000,3,0.025,175000,525000,7525000
Setya Abiputra,9000000,3,0.025,225000,675000,9675000
Kani Hariyah,18000000,12,0.025,450000,5400000,23400000
Oskar Ardianto,18000000,6,0.02,360000,2160000,20160000
Fathonah Widiastuti,19000000,12,0.025,475000,5700000,24700000
Luluh Natsir,20000000,6,0.025,500000,3000000,23000000
Siska Hassanah,11000000,12,0.035,385000,4620000,15620000
Tirta Prabowo,9000000,3,0.02,180000,540000,9540000
Tari Maryati,7000000,12,0.035,245000,2940000,9940000
Digdaya Lesmana,16000000,6,0.035,560000,3360000,19360000
Diana Andriani,14000000,6,0.03,420000,2520000,16520000
Kayla Pertiwi,9000000,12,0.035,315000,3780000,12780000
Cawuk Halim,6000000,3,0.035,210000,630000,6630000
Karma Abimanyu,7000000,6,0.03,210000,1260000,8260000
Vera Fernanda,6000000,6,0.02,120000,720000,6720000
Ratna Damayanti,9000000,6,0.02,180000,1080000,10080000
Elvina Usamah,18000000,6,0.02,360000,2160000,20160000
Eko Zulkarnain,18000000,3,0.035,630000,1890000,19890000
Indah Mulyani,19000000,3,0.025,475000,1425000,20425000
Gilda Pertiwi,20000000,3,0.025,500000,1500000,21500000
Mulyono Marbun,11000000,12,0.03,330000,3960000,14960000
Retno Yolanda,9000000,3,0.025,225000,675000,9675000
Zamira Damayanti,7000000,3,0.02,140000,420000,7420000
Salman Lesmana,16000000,3,0.025,400000,1200000,17200000
Bagya Hutasoit,14000000,3,0.025,350000,1050000,15050000
Raditya Abimanyu,9000000,6,0.015,135000,810000,9810000
Nasrullah Sihotang,6000000,6,0.025,150000,900000,6900000
Mala Fathina,7000000,12,0.025,175000,2100000,9100000
Indah Wulandari,6000000,6,0.03,180000,1080000,7080000
Alambana Wahyudin,8000000,3,0.035,280000,840000,8840000
Eko Nababan,20000000,3,0.03,600000,1800000,21800000
Latika Kusuma,20000000,3,0.025,500000,1500000,21500000
Jindra Wijaya,14000000,12,0.02,280000,3360000,17360000
Najam Sitorus,7000000,12,0.03,210000,2520000,9520000
Bala Mustofa,8000000,3,0.03,240000,720000,8720000
Violet Lailasari,9000000,6,0.02,180000,1080000,10080000
Ifa Farida,8000000,6,0.025,200000,1200000,9200000
Margana Wibisono,10000000,6,0.025,250000,1500000,11500000
Cahyadi Suwarno,15000000,6,0.025,375000,2250000,17250000
Kunthara Widodo,9000000,12,0.02,180000,2160000,11160000
Gilda Mandasari,10000000,6,0.03,300000,1800000,11800000
Wardaya Napitupulu,11000000,6,0.025,275000,1650000,12650000
Dina Astuti,19000000,3,0.025,475000,1425000,20425000
Tirtayasa Maulana,20000000,6,0.025,500000,3000000,23000000
Sakti Agustian,20000000,6,0.035,700000,4200000,24200000
Fathonah Damayanti,11000000,12,0.03,330000,3960000,14960000
Luwar Yanuar,18000000,6,0.035,630000,3780000,21780000
Natalia Susanti,11000000,6,0.025,275000,1650000,12650000
Kairav Yulianto,12000000,12,0.025,300000,3600000,15600000
